material_name,description,unit_price,unit,region,vendor,vat_rate,quality_score,updated_at,source
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,24.16,€/unit,Île-de-France,Leroy Merlin,10,5,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",7.51,€/liter,PACA,PointP,20,5,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,9.21,€/liter,Auvergne-Rhône-Alpes,PointP,10,2,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",2.91,€/kg,Occitanie,Castorama,10,2,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,42.26,€/m²,Belgium,Castorama,20,5,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,2.66,€/kg,Belgium,PointP,20,3,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,28.83,€/m²,PACA,Castorama,,3,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",2.72,€/kg,PACA,DonizoSim,,1,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,20.04,€/unit,PACA,Castorama,20,1,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",12.72,€/m²,Île-de-France,Brico Dépôt,10,5,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,8.28,€/liter,Belgium,DonizoSim,10,1,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,1.85,€/kg,PACA,Brico,10,5,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
HydroFix Tile Glue White,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,13.26,€/liter,PACA,PointP,,4,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,2.6,€/kg,PACA,Leroy Merlin,20,2,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",12.5,€/unit,Occitanie,Brico,10,1,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,2.93,€/kg,Belgium,DonizoSim,20,3,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,17.21,€/m²,Belgium,Castorama,20,2,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",3.04,€/kg,PACA,PointP,20,1,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",16.4,€/unit,Auvergne-Rhône-Alpes,Castorama,,3,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,8.93,€/unit,PACA,Brico Dépôt,,2,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,38.65,€/m²,Belgium,Brico Dépôt,,3,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",11.72,€/unit,PACA,Castorama,10,4,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,3.9,€/unit,Belgium,Brico Dépôt,20,2,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",15.72,€/m²,Belgium,Brico,10,1,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,23.56,€/unit,Auvergne-Rhône-Alpes,Castorama,20,3,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,38.68,€/m²,Auvergne-Rhône-Alpes,Brico,20,5,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",17.23,€/m²,Belgium,Leroy Merlin,10,4,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,6.27,€/liter,Auvergne-Rhône-Alpes,Castorama,10,3,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",2.18,€/kg,Auvergne-Rhône-Alpes,Brico,,2,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",16.19,€/unit,Île-de-France,Brico,10,4,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,13.92,€/liter,Occitanie,Brico,10,4,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",9.34,€/unit,Île-de-France,PointP,10,2,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,14.93,€/m²,Occitanie,Brico,20,5,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",8.97,€/liter,PACA,Brico,10,5,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",5.49,€/unit,Auvergne-Rhône-Alpes,Leroy Merlin,10,4,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",27.67,€/m²,Auvergne-Rhône-Alpes,DonizoSim,10,3,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",7.19,€/liter,Occitanie,DonizoSim,10,2,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,12.33,€/unit,Auvergne-Rhône-Alpes,Leroy Merlin,10,5,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",21.65,€/unit,PACA,Castorama,20,4,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",25.68,€/m²,PACA,PointP,10,3,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",38.68,€/m²,Belgium,PointP,,4,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",2.52,€/kg,Occitanie,Castorama,,3,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,10.94,€/liter,PACA,Brico,10,2,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,7.89,€/liter,Occitanie,Brico,20,1,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,3.47,€/kg,Île-de-France,PointP,20,4,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,8.93,€/unit,Belgium,Brico Dépôt,,3,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",23.7,€/unit,Auvergne-Rhône-Alpes,PointP,20,4,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",14.47,€/liter,Île-de-France,DonizoSim,20,5,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,16.49,€/m²,Occitanie,Brico Dépôt,10,4,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,34.03,€/m²,Belgium,Leroy Merlin,10,3,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,11.6,€/liter,Auvergne-Rhône-Alpes,Brico Dépôt,,2,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,20.84,€/unit,Auvergne-Rhône-Alpes,Brico,10,3,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,42.27,€/m²,Belgium,DonizoSim,20,3,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,2.29,€/kg,Auvergne-Rhône-Alpes,Castorama,20,1,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",10.34,€/liter,PACA,PointP,,5,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,14.7,€/liter,Île-de-France,DonizoSim,,2,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,28.2,€/m²,Île-de-France,Brico Dépôt,,1,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,24.21,€/m²,Occitanie,Brico Dépôt,10,1,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",5.19,€/liter,Occitanie,Brico,,1,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,17.71,€/unit,Île-de-France,PointP,10,2,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,21.04,€/unit,Auvergne-Rhône-Alpes,PointP,,4,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,8.69,€/unit,Île-de-France,DonizoSim,,4,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,6.12,€/liter,PACA,Castorama,10,1,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,22.74,€/unit,Île-de-France,Brico,20,4,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",7.92,€/liter,Île-de-France,Castorama,,5,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",15.52,€/m²,Île-de-France,Brico,10,2,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,10.66,€/unit,Île-de-France,Castorama,10,4,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,30.21,€/m²,Auvergne-Rhône-Alpes,Brico Dépôt,20,2,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",2.92,€/kg,Occitanie,Castorama,20,5,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,2.29,€/kg,Occitanie,Leroy Merlin,10,3,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",33.16,€/m²,Auvergne-Rhône-Alpes,PointP,,5,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,25.87,€/m²,Île-de-France,Leroy Merlin,20,3,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,22.12,€/unit,Île-de-France,Brico Dépôt,10,5,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,2.65,€/kg,Île-de-France,Leroy Merlin,10,4,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",11.0,€/liter,PACA,Brico Dépôt,10,3,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",7.39,€/unit,Belgium,Brico Dépôt,20,4,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,17.41,€/unit,PACA,DonizoSim,,2,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",19.86,€/m²,Occitanie,DonizoSim,,4,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",19.4,€/m²,Belgium,Leroy Merlin,10,3,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,15.43,€/unit,Occitanie,Leroy Merlin,10,2,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,9.32,€/liter,Occitanie,Leroy Merlin,20,3,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",29.08,€/m²,Île-de-France,Brico Dépôt,10,3,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",2.6,€/kg,Occitanie,PointP,,4,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",3.31,€/kg,Île-de-France,Brico Dépôt,10,2,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,3.02,€/kg,Belgium,Leroy Merlin,,1,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,23.65,€/m²,Auvergne-Rhône-Alpes,DonizoSim,,3,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,10.15,€/liter,Occitanie,DonizoSim,10,5,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
